Iteration       NormGrad          Cost      Rel. cost         Rel. x      Line-search interations
       95    1.13170e-05   7.43422e-05    7.28297e-03    1.16011e-01                1
       96    2.17322e-05   7.41465e-05    2.63318e-03    4.36446e-02                9
       97    8.86789e-06   7.38913e-05    3.44187e-03    4.49408e-02               12
       98    2.51168e-05   7.34141e-05    6.45751e-03    5.53605e-02                6
       99    4.74196e-06   7.29388e-05    6.47495e-03    7.43130e-02                9
      100    6.47179e-06   7.23697e-05    7.80228e-03    1.52057e-01                0
      101    1.68435e-05   7.21055e-05    3.65064e-03    2.34481e-02                9
      102    1.05763e-05   7.13127e-05    1.09947e-02    7.86469e-02                8
      103    3.30173e-05   7.10930e-05    3.08120e-03    4.04866e-02                9
      104    7.84466e-06   7.06768e-05    5.85394e-03    5.79105e-02               12
      105    8.92964e-05   7.01303e-05    7.73166e-03    1.12845e-01                3
      106    5.33321e-06   6.92684e-05    1.22907e-02    6.22950e-02               16
      107    3.17290e-05   6.88800e-05    5.60755e-03    4.72157e-02                5
      108    5.87042e-05   6.78884e-05    1.43957e-02    9.49572e-02               10
      109    7.59380e-06   6.76887e-05    2.94222e-03    3.47712e-02               17
      110    1.82344e-05   6.73406e-05    5.14199e-03    3.95511e-02                7
      111    8.99962e-06   6.69259e-05    6.15846e-03    3.08049e-02               12
      112    1.42442e-05   6.66880e-05    3.55397e-03    3.03495e-02                9
      113    1.24694e-05   6.62760e-05    6.17839e-03    8.37542e-02                7
      114    2.10321e-05   6.59560e-05    4.82779e-03    4.72132e-02                9
      115    6.44541e-06   6.55209e-05    6.59686e-03    5.81467e-02               10
      116    2.05273e-05   6.53158e-05    3.13156e-03    3.67524e-02                7
      117    2.29436e-05   6.47648e-05    8.43536e-03    6.55976e-02                9
      118    7.09001e-06   6.42142e-05    8.50168e-03    1.01152e-01                7
      119    1.37953e-05   6.35538e-05    1.02844e-02    9.01577e-02                3
      120    8.98046e-06   6.31779e-05    5.91390e-03    5.58624e-02                8
      121    7.40447e-06   6.28508e-05    5.17851e-03    4.58636e-02                7
      122    1.09882e-05   6.25722e-05    4.43198e-03    6.73951e-02                5
      123    6.88099e-06   6.18708e-05    1.12101e-02    6.66092e-02                6
      124    1.08912e-05   6.15713e-05    4.84061e-03    4.52361e-02                6
      125    1.32792e-05   6.13801e-05    3.10447e-03    3.95085e-02                9
      126    3.44502e-06   6.12650e-05    1.87614e-03    1.62841e-02               14
      127    3.91860e-06   6.07432e-05    8.51690e-03    6.56486e-02                3
      128    3.60270e-06   6.05927e-05    2.47800e-03    3.80155e-02                6
      129    2.81740e-06   6.03323e-05    4.29765e-03    6.64608e-02                3
      130    8.15939e-06   6.01891e-05    2.37307e-03    3.14658e-02                5
      131    2.98842e-06   6.00145e-05    2.90095e-03    6.43718e-02                7
      132    3.32265e-06   5.98373e-05    2.95236e-03    5.32245e-02                3
      133    6.16262e-06   5.95680e-05    4.49987e-03    4.92152e-02                4
      134    5.17278e-06   5.92855e-05    4.74259e-03    4.98030e-02                6
      135    1.26087e-05   5.91070e-05    3.01172e-03    2.53208e-02                8
      136    2.54234e-06   5.89362e-05    2.88960e-03    2.78058e-02               12
      137    3.24829e-06   5.87251e-05    3.58182e-03    8.31080e-02                1
      138    4.80503e-06   5.83565e-05    6.27713e-03    7.58339e-02                0
      139    3.36824e-06   5.83001e-05    9.66496e-04    1.32124e-02               10
      140    6.09482e-06   5.80213e-05    4.78063e-03    9.56072e-02                2
      141    2.63342e-06   5.77248e-05    5.11102e-03    2.65102e-02                9
      142    7.05639e-06   5.74809e-05    4.22601e-03    5.31992e-02                2
      143    2.68629e-06   5.72945e-05    3.24287e-03    6.03639e-02                6
      144    3.45641e-06   5.68956e-05    6.96174e-03    6.74255e-02                1
      145    1.06855e-05   5.66932e-05    3.55754e-03    4.40326e-02                5
      146    4.35939e-06   5.65646e-05    2.26849e-03    4.11691e-02               10
      147    3.97850e-06   5.63849e-05    3.17568e-03    4.96763e-02                4
      148    2.77771e-06   5.55810e-05    1.42576e-02    9.10629e-02                1
      149    3.67352e-06   5.55576e-05    4.21031e-04    6.76229e-03               12
      150    5.02045e-06   5.52950e-05    4.72667e-03    7.88912e-02                3
      151    4.47078e-06   5.51205e-05    3.15604e-03    3.91580e-02                7
      152    5.97789e-06   5.49038e-05    3.93109e-03    2.73122e-02                7
      153    1.23635e-05   5.46802e-05    4.07205e-03    4.23692e-02                6
      154    6.13474e-06   5.43725e-05    5.62874e-03    5.58432e-02                8
      155    3.04918e-06   5.41817e-05    3.50921e-03    2.12992e-02               10
      156    7.86587e-06   5.39399e-05    4.46126e-03    5.44530e-02                3
      157    9.73553e-06   5.37780e-05    3.00321e-03    2.63127e-02               10
      158    2.59271e-06   5.35588e-05    4.07559e-03    2.36834e-02               11
      159    5.60384e-06   5.32773e-05    5.25632e-03    5.32025e-02                2
      160    8.55020e-06   5.31871e-05    1.69226e-03    2.16808e-02               10
      161    6.47381e-06   5.30586e-05    2.41645e-03    2.24674e-02               12
      162    2.42875e-06   5.28987e-05    3.01271e-03    4.32819e-02                7
      163    4.24316e-06   5.27537e-05    2.74188e-03    1.83529e-02                7
      164    9.09050e-06   5.25199e-05    4.43080e-03    7.83834e-02                3
      165    4.25614e-06   5.23655e-05    2.94097e-03    2.95702e-02                9
      166    3.30475e-06   5.20493e-05    6.03880e-03    3.32183e-02                5
      167    2.60237e-06   5.16973e-05    6.76131e-03    9.31747e-02                1
      168    4.87852e-06   5.16221e-05    1.45573e-03    1.58341e-02                7
      169    6.32538e-05   5.08857e-05    1.42647e-02    1.34436e-01                1
      170    2.59733e-06   5.07070e-05    3.51141e-03    1.22279e-02               23
      171    7.98220e-06   5.05910e-05    2.28796e-03    3.27931e-02                4
      172    1.60306e-05   5.04437e-05    2.91089e-03    3.92659e-02                8
      173    4.50653e-06   5.01307e-05    6.20598e-03    2.59805e-02               13
      174    3.83585e-06   5.00405e-05    1.79821e-03    1.41516e-02                9
      175    2.40704e-06   4.95460e-05    9.88313e-03    6.63412e-02                2
      176    1.92320e-06   4.94820e-05    1.29216e-03    2.21052e-02                6
      177    2.96690e-06   4.90767e-05    8.19094e-03    5.59591e-02                1
      178    1.86625e-06   4.89993e-05    1.57708e-03    1.30231e-02                8
      179    2.30782e-06   4.88511e-05    3.02292e-03    2.37602e-02                5
      180    1.94507e-06   4.86033e-05    5.07348e-03    5.49974e-02                2
      181    5.53466e-06   4.84448e-05    3.26172e-03    2.56222e-02                3
      182    1.84756e-06   4.83141e-05    2.69748e-03    1.39633e-02               11
      183    3.62663e-06   4.81488e-05    3.42194e-03    4.41264e-02                2
      184    1.20416e-06   4.80227e-05    2.61797e-03    3.01598e-02                6
      185    3.34081e-06   4.77842e-05    4.96678e-03    3.75657e-02                1
      186    4.25101e-06   4.76461e-05    2.89030e-03    3.60252e-02                5
      187    2.24934e-06   4.72450e-05    8.41815e-03    4.83377e-02                4
      188    3.67111e-06   4.70400e-05    4.33852e-03    2.27599e-02                5
      189    5.71771e-06   4.69732e-05    1.42016e-03    8.02306e-03               12
      190    3.69177e-06   4.68095e-05    3.48596e-03    4.46656e-02                7
      191    3.24275e-06   4.65613e-05    5.30133e-03    3.41103e-02                5
      192    5.68410e-06   4.60978e-05    9.95529e-03    4.86095e-02                2
      193    4.07639e-06   4.60518e-05    9.97299e-04    7.55541e-03               13
      194    1.71877e-05   4.58605e-05    4.15425e-03    5.00830e-02                4
      195    5.01814e-06   4.58125e-05    1.04643e-03    1.23395e-02               17
      196    1.84469e-05   4.56117e-05    4.38397e-03    3.17906e-02                7
      197    3.69890e-06   4.54784e-05    2.92257e-03    2.30724e-02               14
      198    5.90967e-06   4.51324e-05    7.60731e-03    3.53661e-02                4
      199    2.81397e-06   4.46531e-05    1.06206e-02    3.78285e-02                5
      200    2.96094e-06   4.43591e-05    6.58349e-03    4.40137e-02                2
      201    2.47572e-06   4.42845e-05    1.68026e-03    8.93527e-03               10
      202    3.83369e-06   4.41912e-05    2.10838e-03    1.80058e-02                8
      203    6.29361e-06   4.40003e-05    4.31985e-03    3.71516e-02                6
      204    7.73512e-06   4.39155e-05    1.92624e-03    3.00587e-02                9
      205    3.29308e-05   4.37842e-05    2.99153e-03    2.32223e-02                9
      206    4.15773e-06   4.37348e-05    1.12632e-03    9.09125e-03               19
      207    1.84206e-05   4.36052e-05    2.96344e-03    1.94340e-02                7
      208    5.21041e-06   4.33048e-05    6.88960e-03    3.04480e-02               12
      209    6.18568e-06   4.29673e-05    7.79488e-03    4.02798e-02                4
      210    1.91777e-06   4.25620e-05    9.43276e-03    5.93362e-02                2
      211    3.54567e-06   4.25356e-05    6.19965e-04    3.21201e-03               13
      212    2.63587e-06   4.22522e-05    6.66127e-03    3.69181e-02                6
      213    1.04150e-06   4.20643e-05    4.44779e-03    4.05671e-02                4
      214    2.01222e-06   4.19318e-05    3.14922e-03    2.14906e-02                2
      215    2.55716e-06   4.17963e-05    3.23218e-03    1.55291e-02                7
      216    4.63131e-06   4.16370e-05    3.81088e-03    3.61331e-02                4
      217    9.50610e-07   4.14810e-05    3.74694e-03    2.06023e-02                9
